"endorser","category","candidate","endorsement"
"SF Democrats","District 17","Shaun Haines",NA
"SF Democrats","District 17","Sophie Maxwell",NA
"SF Democrats","District 17","Tom Ammiano",NA
"SF Democrats","District 17","Tom Hsieh, Sr.",NA
"SF Democrats","District 17","Wade Woods",NA
"SF Democrats","District 17","Wendy Ha Chau",NA
"SF Democrats","District 17","Zoe Dunning",NA
"SF Democrats","District 19","Angela Alioto",NA
"SF Democrats","District 19","Bill Fazio",NA
"SF Democrats","District 19","Brigitte Davila",NA
"SF Democrats","District 19","Emily Murase",NA
"SF Democrats","District 19","Eric Mar",NA
"SF Democrats","District 19","Gabriel Medina",NA
"SF Democrats","District 19","Hene Kelly",NA
"SF Democrats","District 19","Joel Engardio",NA
"SF Democrats","District 19","Kat Anderson",NA
"SF Democrats","District 19","Keith Baraka",NA
"SF Democrats","District 19","Leah LaCroix",NA
"SF Democrats","District 19","Marjan Philhour",NA
"SF Democrats","District 19","Mark Farrell",NA
"SF Democrats","District 19","Mary Jung",NA
"SF Democrats","District 19","Myrna Melgar",NA
"SF Democrats","District 19","Norman Yee","Yes"
"SF Democrats","District 19","Rachel Norton",NA
"SF Democrats","District 19","Samuel Kwong",NA
"SF Democrats","District 19","Sandra Lee Fewer",NA
"SF Democrats","District 19","Tom A. Hsieh, Jr.",NA
"SF Democrats","District 19","Trevor McNeil",NA
"SF Democrats","Proposition","Local A","Yes"
"SF Democrats","Proposition","Local B","Yes"
"SF Democrats","Proposition","Local C","Yes"
"SF Democrats","Proposition","Local D","Yes"
"SF Democrats","Proposition","Local E","Yes"
"SF Democrats","Proposition","Regional AA","Yes"
"SF Democrats","Proposition","State 50","Yes"
"SF Democrats","State Senate","Jane Kim","No"
"SF Democrats","State Senate","Scott Wiener","Yes"
"SF District 11 Democratic Club","District 17","Aaron Peskin","No"
"SF District 11 Democratic Club","District 17","Alix Rosenthal","No"
"SF District 11 Democratic Club","District 17","Alysabeth Alexander","No"
"SF District 11 Democratic Club","District 17","Arlo Hale Smith","No"
"SF District 11 Democratic Club","District 17","Bevan Dufty","No"
"SF District 11 Democratic Club","District 17","Cindy Wu","No"
"SF District 11 Democratic Club","District 17","David Campos","No"
"SF District 11 Democratic Club","District 17","David Giesen","No"
"SF District 11 Democratic Club","District 17","Frances Hsieh","Yes"
"SF District 11 Democratic Club","District 17","Francis Tsang","No"
"SF District 11 Democratic Club","District 17","Gary McCoy","No"
"SF District 11 Democratic Club","District 17","Gladys Soto","No"
"SF District 11 Democratic Club","District 17","Jane Kim","No"
"SF District 11 Democratic Club","District 17","Jill Wynns","No"
"SF District 11 Democratic Club","District 17","Jo Elias-Jackson","No"
"SF District 11 Democratic Club","District 17","John Burton","No"
"SF District 11 Democratic Club","District 17","Jon Golinger","No"
"SF District 11 Democratic Club","District 17","Joshua Arce","No"
"SF District 11 Democratic Club","District 17","Leah Pimentel","No"
"SF District 11 Democratic Club","District 17","London Breed","No"
"SF District 11 Democratic Club","District 17","Malia Cohen","No"
"SF District 11 Democratic Club","District 17","Marlene Tran","No"
"SF District 11 Democratic Club","District 17","Melissa San Miguel","No"
"SF District 11 Democratic Club","District 17","Michael E. Grafton","No"
"SF District 11 Democratic Club","District 17","Nicholas Pasquarielleo","No"
"SF District 11 Democratic Club","District 17","Petra DeJesus","No"
"SF District 11 Democratic Club","District 17","Pratima Gupta","No"
"SF District 11 Democratic Club","District 17","Rafael Mandelman","Yes"
"SF District 11 Democratic Club","District 17","Rebecca Prozan","No"
"SF District 11 Democratic Club","District 17","Rick Hauptman","No"
"SF District 11 Democratic Club","District 17","Rodney Hauge","No"
"SF District 11 Democratic Club","District 17","Scott Wiener","No"
"SF District 11 Democratic Club","District 17","Shaun Haines","No"
"SF District 11 Democratic Club","District 17","Sophie Maxwell","No"
"SF District 11 Democratic Club","District 17","Tom Ammiano","No"
"SF District 11 Democratic Club","District 17","Tom Hsieh, Sr.","No"
"SF District 11 Democratic Club","District 17","Wade Woods","No"
"SF District 11 Democratic Club","District 17","Wendy Ha Chau","No"
"SF District 11 Democratic Club","District 17","Zoe Dunning","No"
"SF District 11 Democratic Club","District 19","Angela Alioto","No"
"SF District 11 Democratic Club","District 19","Bill Fazio","No"
"SF District 11 Democratic Club","District 19","Brigitte Davila","Yes"
"SF District 11 Democratic Club","District 19","Emily Murase","No"
"SF District 11 Democratic Club","District 19","Eric Mar","No"
"SF District 11 Democratic Club","District 19","Gabriel Medina","Yes"
"SF District 11 Democratic Club","District 19","Hene Kelly","No"
"SF District 11 Democratic Club","District 19","Joel Engardio","No"
"SF District 11 Democratic Club","District 19","Kat Anderson","No"
"SF District 11 Democratic Club","District 19","Keith Baraka","Yes"
"SF District 11 Democratic Club","District 19","Leah LaCroix","No"
"SF District 11 Democratic Club","District 19","Marjan Philhour","No"
"SF District 11 Democratic Club","District 19","Mark Farrell","No"
"SF District 11 Democratic Club","District 19","Mary Jung","No"
"SF District 11 Democratic Club","District 19","Myrna Melgar","Yes"
"SF District 11 Democratic Club","District 19","Norman Yee","No"
"SF District 11 Democratic Club","District 19","Rachel Norton","Yes"
"SF District 11 Democratic Club","District 19","Samuel Kwong","No"
"SF District 11 Democratic Club","District 19","Sandra Lee Fewer","No"
"SF District 11 Democratic Club","District 19","Tom A. Hsieh, Jr.","No"
"SF District 11 Democratic Club","District 19","Trevor McNeil","No"
"SF District 11 Democratic Club","Proposition","Local A","Yes"
"SF District 11 Democratic Club","Proposition","Local B","Yes"
"SF District 11 Democratic Club","Proposition","Local C","Yes"
"SF District 11 Democratic Club","Proposition","Local D","Yes"
"SF District 11 Democratic Club","Proposition","Local E","Yes"
"SF District 11 Democratic Club","Proposition","Regional AA","Yes"
"SF District 11 Democratic Club","Proposition","State 50",NA
"SF District 11 Democratic Club","State Senate","Jane Kim",NA
"SF District 11 Democratic Club","State Senate","Scott Wiener",NA
"SF Examiner","District 17","Aaron Peskin","Yes"
"SF Examiner","District 17","Alix Rosenthal","No"
"SF Examiner","District 17","Alysabeth Alexander","Yes"
"SF Examiner","District 17","Arlo Hale Smith","No"
"SF Examiner","District 17","Bevan Dufty","Yes"
"SF Examiner","District 17","Cindy Wu","Yes"
"SF Examiner","District 17","David Campos","Yes"
"SF Examiner","District 17","David Giesen","No"
"SF Examiner","District 17","Frances Hsieh","Yes"
"SF Examiner","District 17","Francis Tsang","No"
"SF Examiner","District 17","Gary McCoy","No"
"SF Examiner","District 17","Gladys Soto","No"
"SF Examiner","District 17","Jane Kim","Yes"
"SF Examiner","District 17","Jill Wynns","No"
"SF Examiner","District 17","Jo Elias-Jackson","No"
"SF Examiner","District 17","John Burton","No"
"SF Examiner","District 17","Jon Golinger","Yes"
"SF Examiner","District 17","Joshua Arce","No"
"SF Examiner","District 17","Leah Pimentel","No"
"SF Examiner","District 17","London Breed","No"
"SF Examiner","District 17","Malia Cohen","No"
"SF Examiner","District 17","Marlene Tran","No"
"SF Examiner","District 17","Melissa San Miguel","No"
"SF Examiner","District 17","Michael E. Grafton","No"
"SF Examiner","District 17","Nicholas Pasquarielleo","No"
"SF Examiner","District 17","Petra DeJesus","Yes"
"SF Examiner","District 17","Pratima Gupta","Yes"
"SF Examiner","District 17","Rafael Mandelman","Yes"
"SF Examiner","District 17","Rebecca Prozan","No"
"SF Examiner","District 17","Rick Hauptman","No"
"SF Examiner","District 17","Rodney Hauge","No"
"SF Examiner","District 17","Scott Wiener","No"
"SF Examiner","District 17","Shaun Haines","No"
"SF Examiner","District 17","Sophie Maxwell","Yes"
"SF Examiner","District 17","Tom Ammiano","Yes"
"SF Examiner","District 17","Tom Hsieh, Sr.","No"
"SF Examiner","District 17","Wade Woods","Yes"
"SF Examiner","District 17","Wendy Ha Chau","No"
"SF Examiner","District 17","Zoe Dunning","No"
"SF Examiner","District 19","Angela Alioto","No"
"SF Examiner","District 19","Bill Fazio","No"
"SF Examiner","District 19","Brigitte Davila","Yes"
"SF Examiner","District 19","Emily Murase","No"
"SF Examiner","District 19","Eric Mar","Yes"
"SF Examiner","District 19","Gabriel Medina","No"
"SF Examiner","District 19","Hene Kelly","Yes"
"SF Examiner","District 19","Joel Engardio","No"
"SF Examiner","District 19","Kat Anderson","No"
"SF Examiner","District 19","Keith Baraka","No"
"SF Examiner","District 19","Leah LaCroix","Yes"
"SF Examiner","District 19","Marjan Philhour","No"
"SF Examiner","District 19","Mark Farrell","No"
"SF Examiner","District 19","Mary Jung","No"
"SF Examiner","District 19","Myrna Melgar","Yes"
"SF Examiner","District 19","Norman Yee","Yes"
"SF Examiner","District 19","Rachel Norton","No"
"SF Examiner","District 19","Samuel Kwong","No"
"SF Examiner","District 19","Sandra Lee Fewer","Yes"
"SF Examiner","District 19","Tom A. Hsieh, Jr.","No"
"SF Examiner","District 19","Trevor McNeil","No"
"SF Examiner","Proposition","Local A","Yes"
"SF Examiner","Proposition","Local B","Yes"
"SF Examiner","Proposition","Local C","Yes"
"SF Examiner","Proposition","Local D","Yes"
"SF Examiner","Proposition","Local E","Yes"
"SF Examiner","Proposition","Regional AA","Yes"
"SF Examiner","Proposition","State 50",NA
"SF Examiner","State Senate","Jane Kim","Yes"
"SF Examiner","State Senate","Scott Wiener","No"
"SF Green Party","District 17","Aaron Peskin",NA
"SF Green Party","District 17","Alix Rosenthal",NA
"SF Green Party","District 17","Alysabeth Alexander",NA
"SF Green Party","District 17","Arlo Hale Smith",NA
"SF Green Party","District 17","Bevan Dufty",NA
"SF Green Party","District 17","Cindy Wu",NA
"SF Green Party","District 17","David Campos",NA
"SF Green Party","District 17","David Giesen",NA
"SF Green Party","District 17","Frances Hsieh",NA
"SF Green Party","District 17","Francis Tsang",NA
"SF Green Party","District 17","Gary McCoy",NA
"SF Green Party","District 17","Gladys Soto",NA
"SF Green Party","District 17","Jane Kim",NA
"SF Green Party","District 17","Jill Wynns",NA
"SF Green Party","District 17","Jo Elias-Jackson",NA
"SF Green Party","District 17","John Burton",NA
"SF Green Party","District 17","Jon Golinger",NA
"SF Green Party","District 17","Joshua Arce",NA
"SF Green Party","District 17","Leah Pimentel",NA
"SF Green Party","District 17","London Breed",NA
"SF Green Party","District 17","Malia Cohen",NA
"SF Green Party","District 17","Marlene Tran",NA
"SF Green Party","District 17","Melissa San Miguel",NA
"SF Green Party","District 17","Michael E. Grafton",NA
"SF Green Party","District 17","Nicholas Pasquarielleo",NA
"SF Green Party","District 17","Petra DeJesus",NA
"SF Green Party","District 17","Pratima Gupta",NA
"SF Green Party","District 17","Rafael Mandelman",NA
"SF Green Party","District 17","Rebecca Prozan",NA
"SF Green Party","District 17","Rick Hauptman",NA
"SF Green Party","District 17","Rodney Hauge",NA
"SF Green Party","District 17","Scott Wiener",NA
"SF Green Party","District 17","Shaun Haines",NA
"SF Green Party","District 17","Sophie Maxwell",NA
"SF Green Party","District 17","Tom Ammiano",NA
"SF Green Party","District 17","Tom Hsieh, Sr.",NA
"SF Green Party","District 17","Wade Woods",NA
"SF Green Party","District 17","Wendy Ha Chau",NA
"SF Green Party","District 17","Zoe Dunning",NA
"SF Green Party","District 19","Angela Alioto",NA
"SF Green Party","District 19","Bill Fazio",NA
"SF Green Party","District 19","Brigitte Davila",NA
"SF Green Party","District 19","Emily Murase",NA
"SF Green Party","District 19","Eric Mar",NA
"SF Green Party","District 19","Gabriel Medina",NA
"SF Green Party","District 19","Hene Kelly",NA
"SF Green Party","District 19","Joel Engardio",NA
"SF Green Party","District 19","Kat Anderson",NA
"SF Green Party","District 19","Keith Baraka",NA
"SF Green Party","District 19","Leah LaCroix",NA
"SF Green Party","District 19","Marjan Philhour",NA
"SF Green Party","District 19","Mark Farrell",NA
"SF Green Party","District 19","Mary Jung",NA
"SF Green Party","District 19","Myrna Melgar",NA
"SF Green Party","District 19","Norman Yee",NA
"SF Green Party","District 19","Rachel Norton",NA
"SF Green Party","District 19","Samuel Kwong",NA
"SF Green Party","District 19","Sandra Lee Fewer",NA
"SF Green Party","District 19","Tom A. Hsieh, Jr.",NA
"SF Green Party","District 19","Trevor McNeil",NA
"SF Green Party","Proposition","Local A","Yes"
"SF Green Party","Proposition","Local B","No"
"SF Green Party","Proposition","Local C","Yes"
"SF Green Party","Proposition","Local D","Yes"
"SF Green Party","Proposition","Local E","Yes"
"SF Green Party","Proposition","Regional AA","Abstain"
"SF Green Party","Proposition","State 50","Abstain"
"SF Green Party","State Senate","Jane Kim",NA
"SF Green Party","State Senate","Scott Wiener",NA
"SF Moderates","District 17","Aaron Peskin","No"
"SF Moderates","District 17","Alix Rosenthal","Yes"
"SF Moderates","District 17","Alysabeth Alexander","No"
"SF Moderates","District 17","Arlo Hale Smith","Yes"
"SF Moderates","District 17","Bevan Dufty","No"
"SF Moderates","District 17","Cindy Wu","No"
"SF Moderates","District 17","David Campos","No"
"SF Moderates","District 17","David Giesen","No"
"SF Moderates","District 17","Frances Hsieh","No"
"SF Moderates","District 17","Francis Tsang","Yes"
"SF Moderates","District 17","Gary McCoy","Yes"
"SF Moderates","District 17","Gladys Soto","No"
"SF Moderates","District 17","Jane Kim","No"
"SF Moderates","District 17","Jill Wynns","Yes"
"SF Moderates","District 17","Jo Elias-Jackson","No"
"SF Moderates","District 17","John Burton","No"
"SF Moderates","District 17","Jon Golinger","No"
"SF Moderates","District 17","Joshua Arce","Yes"
"SF Moderates","District 17","Leah Pimentel","Yes"
"SF Moderates","District 17","London Breed","Yes"
"SF Moderates","District 17","Malia Cohen","Yes"
"SF Moderates","District 17","Marlene Tran","Yes"
"SF Moderates","District 17","Melissa San Miguel","No"
"SF Moderates","District 17","Michael E. Grafton","No"
"SF Moderates","District 17","Nicholas Pasquarielleo","No"
"SF Moderates","District 17","Petra DeJesus","No"
"SF Moderates","District 17","Pratima Gupta","No"
"SF Moderates","District 17","Rafael Mandelman","No"
"SF Moderates","District 17","Rebecca Prozan","Yes"
"SF Moderates","District 17","Rick Hauptman","No"
"SF Moderates","District 17","Rodney Hauge","No"
"SF Moderates","District 17","Scott Wiener","Yes"
"SF Moderates","District 17","Shaun Haines","No"
"SF Moderates","District 17","Sophie Maxwell","No"
"SF Moderates","District 17","Tom Ammiano","No"
"SF Moderates","District 17","Tom Hsieh, Sr.","Yes"
"SF Moderates","District 17","Wade Woods","No"
"SF Moderates","District 17","Wendy Ha Chau","No"
"SF Moderates","District 17","Zoe Dunning","Yes"
"SF Moderates","District 19","Angela Alioto","No"
"SF Moderates","District 19","Bill Fazio","No"
"SF Moderates","District 19","Brigitte Davila","No"
"SF Moderates","District 19","Emily Murase","Yes"
"SF Moderates","District 19","Eric Mar","No"
"SF Moderates","District 19","Gabriel Medina","No"
"SF Moderates","District 19","Hene Kelly","No"
"SF Moderates","District 19","Joel Engardio","Yes"
"SF Moderates","District 19","Kat Anderson","Yes"
"SF Moderates","District 19","Keith Baraka","Yes"
"SF Moderates","District 19","Leah LaCroix","No"
"SF Moderates","District 19","Marjan Philhour","Yes"
"SF Moderates","District 19","Mark Farrell","Yes"
"SF Moderates","District 19","Mary Jung","Yes"
"SF Moderates","District 19","Myrna Melgar","No"
"SF Moderates","District 19","Norman Yee","No"
"SF Moderates","District 19","Rachel Norton","Yes"
"SF Moderates","District 19","Samuel Kwong","No"
"SF Moderates","District 19","Sandra Lee Fewer","No"
"SF Moderates","District 19","Tom A. Hsieh, Jr.","Yes"
"SF Moderates","District 19","Trevor McNeil","Yes"
"SF Moderates","Proposition","Local A","Yes"
"SF Moderates","Proposition","Local B","Yes"
"SF Moderates","Proposition","Local C","No"
"SF Moderates","Proposition","Local D","Yes"
"SF Moderates","Proposition","Local E","Yes"
"SF Moderates","Proposition","Regional AA","Yes"
"SF Moderates","Proposition","State 50",NA
"SF Moderates","State Senate","Jane Kim","No"
"SF Moderates","State Senate","Scott Wiener","Yes"
"SF Tech Dems","District 17","Aaron Peskin","No"
"SF Tech Dems","District 17","Alix Rosenthal","Yes"
"SF Tech Dems","District 17","Alysabeth Alexander","No"
"SF Tech Dems","District 17","Arlo Hale Smith","Yes"
"SF Tech Dems","District 17","Bevan Dufty","No"
"SF Tech Dems","District 17","Cindy Wu","No"
"SF Tech Dems","District 17","David Campos","No"
"SF Tech Dems","District 17","David Giesen","No"
"SF Tech Dems","District 17","Frances Hsieh","No"
"SF Tech Dems","District 17","Francis Tsang","Yes"
"SF Tech Dems","District 17","Gary McCoy","Yes"
"SF Tech Dems","District 17","Gladys Soto","No"
"SF Tech Dems","District 17","Jane Kim","No"
"SF Tech Dems","District 17","Jill Wynns","Yes"
"SF Tech Dems","District 17","Jo Elias-Jackson","No"
"SF Tech Dems","District 17","John Burton","No"
"SF Tech Dems","District 17","Jon Golinger","No"
"SF Tech Dems","District 17","Joshua Arce","Yes"
"SF Tech Dems","District 17","Leah Pimentel","Yes"
"SF Tech Dems","District 17","London Breed","Yes"
"SF Tech Dems","District 17","Malia Cohen","Yes"
"SF Tech Dems","District 17","Marlene Tran","No"
"SF Tech Dems","District 17","Melissa San Miguel","No"
"SF Tech Dems","District 17","Michael E. Grafton","No"
"SF Tech Dems","District 17","Nicholas Pasquarielleo","No"
"SF Tech Dems","District 17","Petra DeJesus","No"
"SF Tech Dems","District 17","Pratima Gupta","No"
"SF Tech Dems","District 17","Rafael Mandelman","No"
"SF Tech Dems","District 17","Rebecca Prozan","Yes"
"SF Tech Dems","District 17","Rick Hauptman","No"
"SF Tech Dems","District 17","Rodney Hauge","No"
"SF Tech Dems","District 17","Scott Wiener","Yes"
"SF Tech Dems","District 17","Shaun Haines","Yes"
"SF Tech Dems","District 17","Sophie Maxwell","No"
"SF Tech Dems","District 17","Tom Ammiano","No"
"SF Tech Dems","District 17","Tom Hsieh, Sr.","Yes"
"SF Tech Dems","District 17","Wade Woods","No"
"SF Tech Dems","District 17","Wendy Ha Chau","No"
"SF Tech Dems","District 17","Zoe Dunning","Yes"
"SF Tech Dems","District 19","Angela Alioto","No"
"SF Tech Dems","District 19","Bill Fazio","No"
"SF Tech Dems","District 19","Brigitte Davila","No"
"SF Tech Dems","District 19","Emily Murase","Yes"
"SF Tech Dems","District 19","Eric Mar","No"
"SF Tech Dems","District 19","Gabriel Medina","No"
"SF Tech Dems","District 19","Hene Kelly","No"
"SF Tech Dems","District 19","Joel Engardio","Yes"
"SF Tech Dems","District 19","Kat Anderson","Yes"
"SF Tech Dems","District 19","Keith Baraka","Yes"
"SF Tech Dems","District 19","Leah LaCroix","No"
"SF Tech Dems","District 19","Marjan Philhour","Yes"
"SF Tech Dems","District 19","Mark Farrell","Yes"
"SF Tech Dems","District 19","Mary Jung","Yes"
"SF Tech Dems","District 19","Myrna Melgar","No"
"SF Tech Dems","District 19","Norman Yee","No"
"SF Tech Dems","District 19","Rachel Norton","Yes"
"SF Tech Dems","District 19","Samuel Kwong","No"
"SF Tech Dems","District 19","Sandra Lee Fewer","No"
"SF Tech Dems","District 19","Tom A. Hsieh, Jr.","Yes"
"SF Tech Dems","District 19","Trevor McNeil","Yes"
"SF Tech Dems","Proposition","Local A","Yes"
"SF Tech Dems","Proposition","Local B","Yes"
"SF Tech Dems","Proposition","Local C","Yes"
"SF Tech Dems","Proposition","Local D","Yes"
"SF Tech Dems","Proposition","Local E","Yes"
"SF Tech Dems","Proposition","Regional AA","Yes"
"SF Tech Dems","Proposition","State 50",NA
"SF Tech Dems","State Senate","Jane Kim","No"
"SF Tech Dems","State Senate","Scott Wiener","Yes"
"SF Tenants and Families","District 17","Aaron Peskin","Yes"
"SF Tenants and Families","District 17","Alix Rosenthal","No"
"SF Tenants and Families","District 17","Alysabeth Alexander","Yes"
"SF Tenants and Families","District 17","Arlo Hale Smith","No"
"SF Tenants and Families","District 17","Bevan Dufty","Yes"
"SF Tenants and Families","District 17","Cindy Wu","Yes"
"SF Tenants and Families","District 17","David Campos","Yes"
"SF Tenants and Families","District 17","David Giesen","No"
"SF Tenants and Families","District 17","Frances Hsieh","Yes"
"SF Tenants and Families","District 17","Francis Tsang","No"
"SF Tenants and Families","District 17","Gary McCoy","No"
"SF Tenants and Families","District 17","Gladys Soto","No"
"SF Tenants and Families","District 17","Jane Kim","Yes"
"SF Tenants and Families","District 17","Jill Wynns","No"
"SF Tenants and Families","District 17","Jo Elias-Jackson","No"
"SF Tenants and Families","District 17","John Burton","No"
"SF Tenants and Families","District 17","Jon Golinger","Yes"
"SF Tenants and Families","District 17","Joshua Arce","No"
"SF Tenants and Families","District 17","Leah Pimentel","No"
"SF Tenants and Families","District 17","London Breed","No"
"SF Tenants and Families","District 17","Malia Cohen","No"
"SF Tenants and Families","District 17","Marlene Tran","No"
"SF Tenants and Families","District 17","Melissa San Miguel","No"
"SF Tenants and Families","District 17","Michael E. Grafton","No"
"SF Tenants and Families","District 17","Nicholas Pasquarielleo","No"
"SF Tenants and Families","District 17","Petra DeJesus","Yes"
"SF Tenants and Families","District 17","Pratima Gupta","Yes"
"SF Tenants and Families","District 17","Rafael Mandelman","Yes"
"SF Tenants and Families","District 17","Rebecca Prozan","No"
"SF Tenants and Families","District 17","Rick Hauptman","No"
"SF Tenants and Families","District 17","Rodney Hauge","No"
"SF Tenants and Families","District 17","Scott Wiener","No"
"SF Tenants and Families","District 17","Shaun Haines","No"
"SF Tenants and Families","District 17","Sophie Maxwell","Yes"
"SF Tenants and Families","District 17","Tom Ammiano","Yes"
"SF Tenants and Families","District 17","Tom Hsieh, Sr.","No"
"SF Tenants and Families","District 17","Wade Woods","Yes"
"SF Tenants and Families","District 17","Wendy Ha Chau","No"
"SF Tenants and Families","District 17","Zoe Dunning","No"
"SF Tenants and Families","District 19","Angela Alioto","No"
"SF Tenants and Families","District 19","Bill Fazio","No"
"SF Tenants and Families","District 19","Brigitte Davila","Yes"
"SF Tenants and Families","District 19","Emily Murase","No"
"SF Tenants and Families","District 19","Eric Mar","Yes"
"SF Tenants and Families","District 19","Gabriel Medina","No"
"SF Tenants and Families","District 19","Hene Kelly","Yes"
"SF Tenants and Families","District 19","Joel Engardio","No"
"SF Tenants and Families","District 19","Kat Anderson","No"
"SF Tenants and Families","District 19","Keith Baraka","No"
"SF Tenants and Families","District 19","Leah LaCroix","Yes"
"SF Tenants and Families","District 19","Marjan Philhour","No"
"SF Tenants and Families","District 19","Mark Farrell","No"
"SF Tenants and Families","District 19","Mary Jung","No"
"SF Tenants and Families","District 19","Myrna Melgar","Yes"
"SF Tenants and Families","District 19","Norman Yee","Yes"
"SF Tenants and Families","District 19","Rachel Norton","No"
"SF Tenants and Families","District 19","Samuel Kwong","No"
"SF Tenants and Families","District 19","Sandra Lee Fewer","Yes"
"SF Tenants and Families","District 19","Tom A. Hsieh, Jr.","No"
"SF Tenants and Families","District 19","Trevor McNeil","No"
"SF Tenants and Families","Proposition","Local A",NA
"SF Tenants and Families","Proposition","Local B",NA
"SF Tenants and Families","Proposition","Local C","Yes"
"SF Tenants and Families","Proposition","Local D",NA
"SF Tenants and Families","Proposition","Local E",NA
"SF Tenants and Families","Proposition","Regional AA",NA
"SF Tenants and Families","Proposition","State 50",NA
"SF Tenants and Families","State Senate","Jane Kim","Yes"
"SF Tenants and Families","State Senate","Scott Wiener","No"
"SF YIMBY","District 17","Aaron Peskin","No"
"SF YIMBY","District 17","Alix Rosenthal","Yes"
"SF YIMBY","District 17","Alysabeth Alexander","No"
"SF YIMBY","District 17","Arlo Hale Smith","Yes"
"SF YIMBY","District 17","Bevan Dufty","No"
"SF YIMBY","District 17","Cindy Wu","No"
"SF YIMBY","District 17","David Campos","No"
"SF YIMBY","District 17","David Giesen","No"
"SF YIMBY","District 17","Frances Hsieh","No"
"SF YIMBY","District 17","Francis Tsang","Yes"
"SF YIMBY","District 17","Gary McCoy","Yes"
"SF YIMBY","District 17","Gladys Soto","No"
"SF YIMBY","District 17","Jane Kim","No"
"SF YIMBY","District 17","Jill Wynns","Yes"
"SF YIMBY","District 17","Jo Elias-Jackson","No"
"SF YIMBY","District 17","John Burton","No"
"SF YIMBY","District 17","Jon Golinger","No"
"SF YIMBY","District 17","Joshua Arce","Yes"
"SF YIMBY","District 17","Leah Pimentel","Yes"
"SF YIMBY","District 17","London Breed","No"
"SF YIMBY","District 17","Malia Cohen","Yes"
"SF YIMBY","District 17","Marlene Tran","No"
"SF YIMBY","District 17","Melissa San Miguel","No"
"SF YIMBY","District 17","Michael E. Grafton","No"
"SF YIMBY","District 17","Nicholas Pasquarielleo","No"
"SF YIMBY","District 17","Petra DeJesus","No"
"SF YIMBY","District 17","Pratima Gupta","No"
"SF YIMBY","District 17","Rafael Mandelman","No"
"SF YIMBY","District 17","Rebecca Prozan","Yes"
"SF YIMBY","District 17","Rick Hauptman","No"
"SF YIMBY","District 17","Rodney Hauge","No"
"SF YIMBY","District 17","Scott Wiener","Yes"
"SF YIMBY","District 17","Shaun Haines","No"
"SF YIMBY","District 17","Sophie Maxwell","No"
"SF YIMBY","District 17","Tom Ammiano","No"
"SF YIMBY","District 17","Tom Hsieh, Sr.","Yes"
"SF YIMBY","District 17","Wade Woods","No"
"SF YIMBY","District 17","Wendy Ha Chau","No"
"SF YIMBY","District 17","Zoe Dunning","Yes"
"SF YIMBY","District 19","Angela Alioto","No"
"SF YIMBY","District 19","Bill Fazio","No"
"SF YIMBY","District 19","Brigitte Davila","No"
"SF YIMBY","District 19","Emily Murase","Yes"
"SF YIMBY","District 19","Eric Mar","No"
"SF YIMBY","District 19","Gabriel Medina","No"
"SF YIMBY","District 19","Hene Kelly","No"
"SF YIMBY","District 19","Joel Engardio","Yes"
"SF YIMBY","District 19","Kat Anderson","Yes"
"SF YIMBY","District 19","Keith Baraka","Yes"
"SF YIMBY","District 19","Leah LaCroix","No"
"SF YIMBY","District 19","Marjan Philhour","Yes"
"SF YIMBY","District 19","Mark Farrell","Yes"
"SF YIMBY","District 19","Mary Jung","Yes"
"SF YIMBY","District 19","Myrna Melgar","No"
"SF YIMBY","District 19","Norman Yee","No"
"SF YIMBY","District 19","Rachel Norton","Yes"
"SF YIMBY","District 19","Samuel Kwong","No"
"SF YIMBY","District 19","Sandra Lee Fewer","No"
"SF YIMBY","District 19","Tom A. Hsieh, Jr.","Yes"
"SF YIMBY","District 19","Trevor McNeil","Yes"
"SF YIMBY","Proposition","Local A","Yes"
"SF YIMBY","Proposition","Local B",NA
"SF YIMBY","Proposition","Local C","No"
"SF YIMBY","Proposition","Local D",NA
"SF YIMBY","Proposition","Local E",NA
"SF YIMBY","Proposition","Regional AA",NA
"SF YIMBY","Proposition","State 50",NA
"SF YIMBY","State Senate","Jane Kim",NA
"SF YIMBY","State Senate","Scott Wiener",NA
"SF4ALL","District 17","Aaron Peskin","Yes"
"SF4ALL","District 17","Alix Rosenthal","No"
"SF4ALL","District 17","Alysabeth Alexander","Yes"
"SF4ALL","District 17","Arlo Hale Smith","No"
"SF4ALL","District 17","Bevan Dufty","Yes"
"SF4ALL","District 17","Cindy Wu","Yes"
"SF4ALL","District 17","David Campos","Yes"
"SF4ALL","District 17","David Giesen","No"
"SF4ALL","District 17","Frances Hsieh","Yes"
"SF4ALL","District 17","Francis Tsang","No"
"SF4ALL","District 17","Gary McCoy","No"
"SF4ALL","District 17","Gladys Soto","No"
"SF4ALL","District 17","Jane Kim","Yes"
"SF4ALL","District 17","Jill Wynns","No"
"SF4ALL","District 17","Jo Elias-Jackson","No"
"SF4ALL","District 17","John Burton","No"
"SF4ALL","District 17","Jon Golinger","Yes"
"SF4ALL","District 17","Joshua Arce","No"
"SF4ALL","District 17","Leah Pimentel","No"
"SF4ALL","District 17","London Breed","No"
"SF4ALL","District 17","Malia Cohen","No"
"SF4ALL","District 17","Marlene Tran","No"
"SF4ALL","District 17","Melissa San Miguel","No"
"SF4ALL","District 17","Michael E. Grafton","No"
"SF4ALL","District 17","Nicholas Pasquarielleo","No"
"SF4ALL","District 17","Petra DeJesus","Yes"
