endorser,category,candidate,endorsement
SF Latino Democrats,President and Vice President,Donald J. Trump and Michael R. Pence,No
SF Latino Democrats,President and Vice President,Gary Johnson and Bill Weld,No
SF Latino Democrats,President and Vice President,Gloria Estela La Riva and Dennis J. Banks,No
SF Latino Democrats,President and Vice President,Hillary Clinton and Tim Kaine,Yes
SF Latino Democrats,President and Vice President,Jill Stein and Ajamu Baraka,No
SF Latino Democrats,Regional Proposition,RR,Yes
SF Latino Democrats,SF Proposition,A,Yes
SF Latino Democrats,SF Proposition,B,Yes
SF Latino Democrats,SF Proposition,C,Yes
SF Latino Democrats,SF Proposition,D,Yes
SF Latino Democrats,SF Proposition,E,Yes
SF Latino Democrats,SF Proposition,F,Yes
SF Latino Democrats,SF Proposition,G,Yes
SF Latino Democrats,SF Proposition,H,Yes
SF Latino Democrats,SF Proposition,I,Yes
SF Latino Democrats,SF Proposition,J,Abstain
SF Latino Democrats,SF Proposition,K,Abstain
SF Latino Democrats,SF Proposition,L,Yes
SF Latino Democrats,SF Proposition,M,Yes
SF Latino Democrats,SF Proposition,N,Yes
SF Latino Democrats,SF Proposition,O,No
SF Latino Democrats,SF Proposition,P,No
SF Latino Democrats,SF Proposition,Q,No
SF Latino Democrats,SF Proposition,R,No
SF Latino Democrats,SF Proposition,S,Yes
SF Latino Democrats,SF Proposition,T,Yes
SF Latino Democrats,SF Proposition,U,No
SF Latino Democrats,SF Proposition,V,Yes
SF Latino Democrats,SF Proposition,W,Yes
SF Latino Democrats,SF Proposition,X,Yes
SF Latino Democrats,State Proposition,51,Yes
SF Latino Democrats,State Proposition,52,Yes
SF Latino Democrats,State Proposition,53,No
SF Latino Democrats,State Proposition,54,No
SF Latino Democrats,State Proposition,55,Yes
SF Latino Democrats,State Proposition,56,Yes
SF Latino Democrats,State Proposition,57,Yes
SF Latino Democrats,State Proposition,58,Yes
SF Latino Democrats,State Proposition,59,Yes
SF Latino Democrats,State Proposition,60,No
SF Latino Democrats,State Proposition,61,Yes
SF Latino Democrats,State Proposition,62,Yes
SF Latino Democrats,State Proposition,63,Yes
SF Latino Democrats,State Proposition,64,Yes
SF Latino Democrats,State Proposition,65,No
SF Latino Democrats,State Proposition,66,No
SF Latino Democrats,State Proposition,67,Yes
SF Latino Democrats,United States Senator,Kamala D. Harris,NA
SF Latino Democrats,United States Senator,Loretta L. Sanchez,NA
SF League of Pissed Off Voters,"BART Director, District 7",Lateefah Simon,Yes
SF League of Pissed Off Voters,"BART Director, District 7",Roland Emerson,No
SF League of Pissed Off Voters,"BART Director, District 7",Will Roscoe,No
SF League of Pissed Off Voters,"BART Director, District 7",Zakhary Mallett,No
SF League of Pissed Off Voters,"BART Director, District 9",Bevan Dufty,Yes
SF League of Pissed Off Voters,"BART Director, District 9",Gywneth Borden,No
SF League of Pissed Off Voters,"BART Director, District 9",Michael Petraeus,No
SF League of Pissed Off Voters,"Judge of the Superior Court, Office No 7",Paul Henderson,No
SF League of Pissed Off Voters,"Judge of the Superior Court, Office No 7",Victor Hwang,Yes
SF League of Pissed Off Voters,"Member, Board of Education",Ian Kalin,No
SF League of Pissed Off Voters,"Member, Board of Education",Jill Wynns,No
SF League of Pissed Off Voters,"Member, Board of Education",Mark Sanchez,Yes
SF League of Pissed Off Voters,"Member, Board of Education",Matt Haney,Yes
SF League of Pissed Off Voters,"Member, Board of Education",Phil Kim,No
SF League of Pissed Off Voters,"Member, Board of Education",Rachel Norton,No
SF League of Pissed Off Voters,"Member, Board of Education",Rob Geller,No
SF League of Pissed Off Voters,"Member, Board of Education",Stevon Cook,Yes
SF League of Pissed Off Voters,"Member, Board of Education",Trevor McNeil,No
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 1",Andy Thornley,No
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 1",Brian J. Larkin,No
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 1",David Lee,No
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 1",Jason Jungreis,No
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 1",Jonathan Lyens,No
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 1",Marjan Philhour,No
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 1",Richie Greenberg,No
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 1",Sandra Lee Fewer,Yes
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 1",Sherman R. D'Silva,No
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 11",Ahsha Safai,No
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 11",Berta Hernandez,No
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 11",Francisco Herrera,Abstain
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 11",Kim Alvarenga,Yes
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 11",Magdalena de Guzman,No
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 3",Aaron Peskin,Yes
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 3",Tim E. Donnelly,No
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 5",Dean Preston,Yes
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 5",London Breed,No
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 7",Ben Matranga,No
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 7",Joel Engardio,No
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 7",John Farrell,No
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 7",Mike Young,No
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 7",Norman Yee,Yes
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 9",Hillary Ronen,Yes
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 9",Iswari Espana,No
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 9",Joshua Arce,No
SF League of Pissed Off Voters,"Member, Board of Supervisors, District 9",Melissa San Miguel,Abstain
SF League of Pissed Off Voters,"Member, Community College Board",Alex Randolph,No
SF League of Pissed Off Voters,"Member, Community College Board",Dr. Amy Bacharach,No
SF League of Pissed Off Voters,"Member, Community College Board",Rafael Mandelman,Yes
SF League of Pissed Off Voters,"Member, Community College Board",Shanell Williams,Yes
SF League of Pissed Off Voters,"Member, Community College Board",Tom Temprano,Yes
SF League of Pissed Off Voters,"Member, State Assembly, District 17",David Chiu,Abstain
SF League of Pissed Off Voters,"Member, State Assembly, District 17",Matthew Del Carlo,Abstain
SF League of Pissed Off Voters,"Member, State Assembly, District 19","Carlos ""Chuck"" Taylor",Abstain
SF League of Pissed Off Voters,"Member, State Assembly, District 19",Phil Ting,Abstain
SF League of Pissed Off Voters,"State Senator, District 11",Jane Kim,Yes
SF League of Pissed Off Voters,"State Senator, District 11",Scott Wiener,No
SF League of Pissed Off Voters,"United States Representative, District 12",Nancy Pelosi,No
SF League of Pissed Off Voters,"United States Representative, District 12",Preston Picus,Yes
SF League of Pissed Off Voters,"United States Representative, District 13",Barbara Lee,NA
SF League of Pissed Off Voters,"United States Representative, District 13",Sue Caro,NA
SF League of Pissed Off Voters,"United States Representative, District 14",Angel Cardenas,No
SF League of Pissed Off Voters,"United States Representative, District 14",Jackie Speier,Yes
SF League of Pissed Off Voters,President and Vice President,Donald J. Trump and Michael R. Pence,NA
SF League of Pissed Off Voters,President and Vice President,Gary Johnson and Bill Weld,NA
SF League of Pissed Off Voters,President and Vice President,Gloria Estela La Riva and Dennis J. Banks,NA
SF League of Pissed Off Voters,President and Vice President,Hillary Clinton and Tim Kaine,NA
SF League of Pissed Off Voters,President and Vice President,Jill Stein and Ajamu Baraka,NA
SF League of Pissed Off Voters,Regional Proposition,RR,Yes
SF League of Pissed Off Voters,SF Proposition,A,Yes
SF League of Pissed Off Voters,SF Proposition,B,Yes
SF League of Pissed Off Voters,SF Proposition,C,Yes
SF League of Pissed Off Voters,SF Proposition,D,Yes
SF League of Pissed Off Voters,SF Proposition,E,Yes
SF League of Pissed Off Voters,SF Proposition,F,Yes
SF League of Pissed Off Voters,SF Proposition,G,Yes
SF League of Pissed Off Voters,SF Proposition,H,Yes
SF League of Pissed Off Voters,SF Proposition,I,Yes
SF League of Pissed Off Voters,SF Proposition,J,Yes
SF League of Pissed Off Voters,SF Proposition,K,Yes
SF League of Pissed Off Voters,SF Proposition,L,Yes
SF League of Pissed Off Voters,SF Proposition,M,Yes
SF League of Pissed Off Voters,SF Proposition,N,Yes
SF League of Pissed Off Voters,SF Proposition,O,No
SF League of Pissed Off Voters,SF Proposition,P,No
SF League of Pissed Off Voters,SF Proposition,Q,No
SF League of Pissed Off Voters,SF Proposition,R,No
SF League of Pissed Off Voters,SF Proposition,S,Yes
SF League of Pissed Off Voters,SF Proposition,T,Yes
SF League of Pissed Off Voters,SF Proposition,U,No
SF League of Pissed Off Voters,SF Proposition,V,Yes
SF League of Pissed Off Voters,SF Proposition,W,Yes
SF League of Pissed Off Voters,SF Proposition,X,Yes
SF League of Pissed Off Voters,State Proposition,51,Abstain
SF League of Pissed Off Voters,State Proposition,52,Yes
SF League of Pissed Off Voters,State Proposition,53,No
SF League of Pissed Off Voters,State Proposition,54,Yes
SF League of Pissed Off Voters,State Proposition,55,Yes
SF League of Pissed Off Voters,State Proposition,56,Yes
SF League of Pissed Off Voters,State Proposition,57,Yes
SF League of Pissed Off Voters,State Proposition,58,Yes
SF League of Pissed Off Voters,State Proposition,59,Yes
SF League of Pissed Off Voters,State Proposition,60,No
SF League of Pissed Off Voters,State Proposition,61,No
SF League of Pissed Off Voters,State Proposition,62,Yes
SF League of Pissed Off Voters,State Proposition,63,Yes
SF League of Pissed Off Voters,State Proposition,64,Yes
SF League of Pissed Off Voters,State Proposition,65,No
SF League of Pissed Off Voters,State Proposition,66,No
SF League of Pissed Off Voters,State Proposition,67,Yes
SF League of Pissed Off Voters,United States Senator,Kamala D. Harris,Yes
SF League of Pissed Off Voters,United States Senator,Loretta L. Sanchez,No
SF Moderates,"BART Director, District 7",Lateefah Simon,No
SF Moderates,"BART Director, District 7",Roland Emerson,No
SF Moderates,"BART Director, District 7",Will Roscoe,No
SF Moderates,"BART Director, District 7",Zakhary Mallett,Yes
SF Moderates,"BART Director, District 9",Bevan Dufty,Yes
SF Moderates,"BART Director, District 9",Gywneth Borden,No
SF Moderates,"BART Director, District 9",Michael Petraeus,No
SF Moderates,"Judge of the Superior Court, Office No 7",Paul Henderson,Yes
SF Moderates,"Judge of the Superior Court, Office No 7",Victor Hwang,No
SF Moderates,"Member, Board of Education",Ian Kalin,Yes
SF Moderates,"Member, Board of Education",Jill Wynns,Yes
SF Moderates,"Member, Board of Education",Mark Sanchez,No
SF Moderates,"Member, Board of Education",Matt Haney,No
SF Moderates,"Member, Board of Education",Phil Kim,No
SF Moderates,"Member, Board of Education",Rachel Norton,Yes
SF Moderates,"Member, Board of Education",Rob Geller,No
SF Moderates,"Member, Board of Education",Stevon Cook,No
SF Moderates,"Member, Board of Education",Trevor McNeil,Yes
SF Moderates,"Member, Board of Supervisors, District 1",Andy Thornley,No
SF Moderates,"Member, Board of Supervisors, District 1",Brian J. Larkin,No
SF Moderates,"Member, Board of Supervisors, District 1",David Lee,Abstain
SF Moderates,"Member, Board of Supervisors, District 1",Jason Jungreis,No
SF Moderates,"Member, Board of Supervisors, District 1",Jonathan Lyens,No
SF Moderates,"Member, Board of Supervisors, District 1",Marjan Philhour,Yes
SF Moderates,"Member, Board of Supervisors, District 1",Richie Greenberg,No
SF Moderates,"Member, Board of Supervisors, District 1",Sandra Lee Fewer,No
SF Moderates,"Member, Board of Supervisors, District 1",Sherman R. D'Silva,No
SF Moderates,"Member, Board of Supervisors, District 11",Ahsha Safai,Yes
SF Moderates,"Member, Board of Supervisors, District 11",Berta Hernandez,No
SF Moderates,"Member, Board of Supervisors, District 11",Francisco Herrera,No
SF Moderates,"Member, Board of Supervisors, District 11",Kim Alvarenga,No
SF Moderates,"Member, Board of Supervisors, District 11",Magdalena de Guzman,No
SF Moderates,"Member, Board of Supervisors, District 3",Aaron Peskin,Abstain
SF Moderates,"Member, Board of Supervisors, District 3",Tim E. Donnelly,Abstain
SF Moderates,"Member, Board of Supervisors, District 5",Dean Preston,No
SF Moderates,"Member, Board of Supervisors, District 5",London Breed,Yes
SF Moderates,"Member, Board of Supervisors, District 7",Ben Matranga,Abstain
SF Moderates,"Member, Board of Supervisors, District 7",Joel Engardio,Yes
SF Moderates,"Member, Board of Supervisors, District 7",John Farrell,No
SF Moderates,"Member, Board of Supervisors, District 7",Mike Young,No
SF Moderates,"Member, Board of Supervisors, District 7",Norman Yee,No
SF Moderates,"Member, Board of Supervisors, District 9",Hillary Ronen,No
SF Moderates,"Member, Board of Supervisors, District 9",Iswari Espana,No
SF Moderates,"Member, Board of Supervisors, District 9",Joshua Arce,Yes
SF Moderates,"Member, Board of Supervisors, District 9",Melissa San Miguel,No
SF Moderates,"Member, Community College Board",Alex Randolph,Yes
SF Moderates,"Member, Community College Board",Dr. Amy Bacharach,Yes
SF Moderates,"Member, Community College Board",Rafael Mandelman,Yes
SF Moderates,"Member, Community College Board",Shanell Williams,No
SF Moderates,"Member, Community College Board",Tom Temprano,No
SF Moderates,"Member, State Assembly, District 17",David Chiu,NA
SF Moderates,"Member, State Assembly, District 17",Matthew Del Carlo,NA
SF Moderates,"Member, State Assembly, District 19","Carlos ""Chuck"" Taylor",NA
SF Moderates,"Member, State Assembly, District 19",Phil Ting,NA
SF Moderates,"State Senator, District 11",Jane Kim,No
SF Moderates,"State Senator, District 11",Scott Wiener,Yes
SF Moderates,"United States Representative, District 12",Nancy Pelosi,NA
SF Moderates,"United States Representative, District 12",Preston Picus,NA
SF Moderates,"United States Representative, District 13",Barbara Lee,NA
SF Moderates,"United States Representative, District 13",Sue Caro,NA
SF Moderates,"United States Representative, District 14",Angel Cardenas,NA
SF Moderates,"United States Representative, District 14",Jackie Speier,NA
SF Moderates,President and Vice President,Donald J. Trump and Michael R. Pence,NA
SF Moderates,President and Vice President,Gary Johnson and Bill Weld,NA
SF Moderates,President and Vice President,Gloria Estela La Riva and Dennis J. Banks,NA
SF Moderates,President and Vice President,Hillary Clinton and Tim Kaine,NA
SF Moderates,President and Vice President,Jill Stein and Ajamu Baraka,NA
SF Moderates,Regional Proposition,RR,Yes
SF Moderates,SF Proposition,A,Yes
SF Moderates,SF Proposition,B,Yes
SF Moderates,SF Proposition,C,Yes
SF Moderates,SF Proposition,D,No
SF Moderates,SF Proposition,E,Yes
SF Moderates,SF Proposition,F,No
SF Moderates,SF Proposition,G,Yes
SF Moderates,SF Proposition,H,No
SF Moderates,SF Proposition,I,No
SF Moderates,SF Proposition,J,Yes
SF Moderates,SF Proposition,K,Yes
SF Moderates,SF Proposition,L,No
SF Moderates,SF Proposition,M,No
SF Moderates,SF Proposition,N,No
SF Moderates,SF Proposition,O,Yes
SF Moderates,SF Proposition,P,Yes
SF Moderates,SF Proposition,Q,Yes
SF Moderates,SF Proposition,R,Yes
SF Moderates,SF Proposition,S,No
SF Moderates,SF Proposition,T,No
SF Moderates,SF Proposition,U,Yes
SF Moderates,SF Proposition,V,Yes
SF Moderates,SF Proposition,W,No
SF Moderates,SF Proposition,X,No
SF Moderates,State Proposition,51,NA
SF Moderates,State Proposition,52,NA
SF Moderates,State Proposition,53,NA
SF Moderates,State Proposition,54,NA
SF Moderates,State Proposition,55,NA
SF Moderates,State Proposition,56,NA
SF Moderates,State Proposition,57,NA
SF Moderates,State Proposition,58,NA
SF Moderates,State Proposition,59,NA
SF Moderates,State Proposition,60,NA
SF Moderates,State Proposition,61,NA
SF Moderates,State Proposition,62,NA
SF Moderates,State Proposition,63,NA
SF Moderates,State Proposition,64,NA
SF Moderates,State Proposition,65,NA
SF Moderates,State Proposition,66,NA
SF Moderates,State Proposition,67,NA
SF Moderates,United States Senator,Kamala D. Harris,NA
SF Moderates,United States Senator,Loretta L. Sanchez,NA
SF Tech Democrats,"BART Director, District 7",Lateefah Simon,NA
SF Tech Democrats,"BART Director, District 7",Roland Emerson,NA
SF Tech Democrats,"BART Director, District 7",Will Roscoe,NA
SF Tech Democrats,"BART Director, District 7",Zakhary Mallett,NA
SF Tech Democrats,"BART Director, District 9",Bevan Dufty,NA
SF Tech Democrats,"BART Director, District 9",Gywneth Borden,NA
SF Tech Democrats,"BART Director, District 9",Michael Petraeus,NA
SF Tech Democrats,"Judge of the Superior Court, Office No 7",Paul Henderson,NA
SF Tech Democrats,"Judge of the Superior Court, Office No 7",Victor Hwang,NA
SF Tech Democrats,"Member, Board of Education",Ian Kalin,NA
SF Tech Democrats,"Member, Board of Education",Jill Wynns,NA
SF Tech Democrats,"Member, Board of Education",Mark Sanchez,NA
SF Tech Democrats,"Member, Board of Education",Matt Haney,NA
SF Tech Democrats,"Member, Board of Education",Phil Kim,NA
SF Tech Democrats,"Member, Board of Education",Rachel Norton,NA
SF Tech Democrats,"Member, Board of Education",Rob Geller,NA
SF Tech Democrats,"Member, Board of Education",Stevon Cook,NA
SF Tech Democrats,"Member, Board of Education",Trevor McNeil,NA
SF Tech Democrats,"Member, Board of Supervisors, District 1",Andy Thornley,NA
SF Tech Democrats,"Member, Board of Supervisors, District 1",Brian J. Larkin,NA
SF Tech Democrats,"Member, Board of Supervisors, District 1",David Lee,NA
SF Tech Democrats,"Member, Board of Supervisors, District 1",Jason Jungreis,NA
SF Tech Democrats,"Member, Board of Supervisors, District 1",Jonathan Lyens,NA
SF Tech Democrats,"Member, Board of Supervisors, District 1",Marjan Philhour,NA
SF Tech Democrats,"Member, Board of Supervisors, District 1",Richie Greenberg,NA
SF Tech Democrats,"Member, Board of Supervisors, District 1",Sandra Lee Fewer,NA
SF Tech Democrats,"Member, Board of Supervisors, District 1",Sherman R. D'Silva,NA
SF Tech Democrats,"Member, Board of Supervisors, District 11",Ahsha Safai,NA
SF Tech Democrats,"Member, Board of Supervisors, District 11",Berta Hernandez,NA
SF Tech Democrats,"Member, Board of Supervisors, District 11",Francisco Herrera,NA
SF Tech Democrats,"Member, Board of Supervisors, District 11",Kim Alvarenga,NA
SF Tech Democrats,"Member, Board of Supervisors, District 11",Magdalena de Guzman,NA
SF Tech Democrats,"Member, Board of Supervisors, District 3",Aaron Peskin,NA
SF Tech Democrats,"Member, Board of Supervisors, District 3",Tim E. Donnelly,NA
SF Tech Democrats,"Member, Board of Supervisors, District 5",Dean Preston,NA
SF Tech Democrats,"Member, Board of Supervisors, District 5",London Breed,NA
SF Tech Democrats,"Member, Board of Supervisors, District 7",Ben Matranga,NA
SF Tech Democrats,"Member, Board of Supervisors, District 7",Joel Engardio,NA
SF Tech Democrats,"Member, Board of Supervisors, District 7",John Farrell,NA
SF Tech Democrats,"Member, Board of Supervisors, District 7",Mike Young,NA
SF Tech Democrats,"Member, Board of Supervisors, District 7",Norman Yee,NA
SF Tech Democrats,"Member, Board of Supervisors, District 9",Hillary Ronen,NA
SF Tech Democrats,"Member, Board of Supervisors, District 9",Iswari Espana,NA
SF Tech Democrats,"Member, Board of Supervisors, District 9",Joshua Arce,NA
SF Tech Democrats,"Member, Board of Supervisors, District 9",Melissa San Miguel,NA
SF Tech Democrats,"Member, Community College Board",Alex Randolph,NA
SF Tech Democrats,"Member, Community College Board",Dr. Amy Bacharach,NA
SF Tech Democrats,"Member, Community College Board",Rafael Mandelman,NA
SF Tech Democrats,"Member, Community College Board",Shanell Williams,NA
SF Tech Democrats,"Member, Community College Board",Tom Temprano,NA
SF Tech Democrats,"Member, State Assembly, District 17",David Chiu,Yes
SF Tech Democrats,"Member, State Assembly, District 17",Matthew Del Carlo,No
SF Tech Democrats,"Member, State Assembly, District 19","Carlos ""Chuck"" Taylor",No
SF Tech Democrats,"Member, State Assembly, District 19",Phil Ting,Yes
SF Tech Democrats,"State Senator, District 11",Jane Kim,No
SF Tech Democrats,"State Senator, District 11",Scott Wiener,Yes
SF Tech Democrats,"United States Representative, District 12",Nancy Pelosi,Yes
SF Tech Democrats,"United States Representative, District 12",Preston Picus,No
SF Tech Democrats,"United States Representative, District 13",Barbara Lee,NA
SF Tech Democrats,"United States Representative, District 13",Sue Caro,NA
SF Tech Democrats,"United States Representative, District 14",Angel Cardenas,No
SF Tech Democrats,"United States Representative, District 14",Jackie Speier,Yes
SF Tech Democrats,President and Vice President,Donald J. Trump and Michael R. Pence,NA
SF Tech Democrats,President and Vice President,Gary Johnson and Bill Weld,NA
SF Tech Democrats,President and Vice President,Gloria Estela La Riva and Dennis J. Banks,NA
SF Tech Democrats,President and Vice President,Hillary Clinton and Tim Kaine,NA
SF Tech Democrats,President and Vice President,Jill Stein and Ajamu Baraka,NA
SF Tech Democrats,Regional Proposition,RR,NA
SF Tech Democrats,SF Proposition,A,NA
SF Tech Democrats,SF Proposition,B,NA
SF Tech Democrats,SF Proposition,C,NA
SF Tech Democrats,SF Proposition,D,NA
SF Tech Democrats,SF Proposition,E,NA
SF Tech Democrats,SF Proposition,F,NA
SF Tech Democrats,SF Proposition,G,NA
SF Tech Democrats,SF Proposition,H,NA
SF Tech Democrats,SF Proposition,I,NA
SF Tech Democrats,SF Proposition,J,NA
SF Tech Democrats,SF Proposition,K,NA
SF Tech Democrats,SF Proposition,L,NA
SF Tech Democrats,SF Proposition,M,NA
SF Tech Democrats,SF Proposition,N,NA
SF Tech Democrats,SF Proposition,O,NA
SF Tech Democrats,SF Proposition,P,NA
SF Tech Democrats,SF Proposition,Q,NA
SF Tech Democrats,SF Proposition,R,NA
SF Tech Democrats,SF Proposition,S,NA
SF Tech Democrats,SF Proposition,T,NA
SF Tech Democrats,SF Proposition,U,NA
SF Tech Democrats,SF Proposition,V,NA
SF Tech Democrats,SF Proposition,W,NA
SF Tech Democrats,SF Proposition,X,NA
SF Tech Democrats,State Proposition,51,NA
SF Tech Democrats,State Proposition,52,NA
SF Tech Democrats,State Proposition,53,NA
SF Tech Democrats,State Proposition,54,NA
SF Tech Democrats,State Proposition,55,NA
SF Tech Democrats,State Proposition,56,NA
SF Tech Democrats,State Proposition,57,NA
SF Tech Democrats,State Proposition,58,NA
SF Tech Democrats,State Proposition,59,NA
SF Tech Democrats,State Proposition,60,NA
SF Tech Democrats,State Proposition,61,NA
SF Tech Democrats,State Proposition,62,NA
SF Tech Democrats,State Proposition,63,NA
SF Tech Democrats,State Proposition,64,NA
SF Tech Democrats,State Proposition,65,NA
SF Tech Democrats,State Proposition,66,NA
SF Tech Democrats,State Proposition,67,NA
SF Tech Democrats,United States Senator,Kamala D. Harris,Yes
SF Tech Democrats,United States Senator,Loretta L. Sanchez,No
SF Tenants Union,"BART Director, District 7",Lateefah Simon,NA
SF Tenants Union,"BART Director, District 7",Roland Emerson,NA
SF Tenants Union,"BART Director, District 7",Will Roscoe,NA
SF Tenants Union,"BART Director, District 7",Zakhary Mallett,NA
SF Tenants Union,"BART Director, District 9",Bevan Dufty,NA
SF Tenants Union,"BART Director, District 9",Gywneth Borden,NA
SF Tenants Union,"BART Director, District 9",Michael Petraeus,NA
SF Tenants Union,"Judge of the Superior Court, Office No 7",Paul Henderson,No
SF Tenants Union,"Judge of the Superior Court, Office No 7",Victor Hwang,Yes
SF Tenants Union,"Member, Board of Education",Ian Kalin,No
SF Tenants Union,"Member, Board of Education",Jill Wynns,No
SF Tenants Union,"Member, Board of Education",Mark Sanchez,No
SF Tenants Union,"Member, Board of Education",Matt Haney,Yes
SF Tenants Union,"Member, Board of Education",Phil Kim,No
SF Tenants Union,"Member, Board of Education",Rachel Norton,No
SF Tenants Union,"Member, Board of Education",Rob Geller,No
SF Tenants Union,"Member, Board of Education",Stevon Cook,Yes
SF Tenants Union,"Member, Board of Education",Trevor McNeil,No
SF Tenants Union,"Member, Board of Supervisors, District 1",Andy Thornley,No
SF Tenants Union,"Member, Board of Supervisors, District 1",Brian J. Larkin,No
SF Tenants Union,"Member, Board of Supervisors, District 1",David Lee,No
SF Tenants Union,"Member, Board of Supervisors, District 1",Jason Jungreis,No
SF Tenants Union,"Member, Board of Supervisors, District 1",Jonathan Lyens,No
SF Tenants Union,"Member, Board of Supervisors, District 1",Marjan Philhour,No
SF Tenants Union,"Member, Board of Supervisors, District 1",Richie Greenberg,No
SF Tenants Union,"Member, Board of Supervisors, District 1",Sandra Lee Fewer,Yes
SF Tenants Union,"Member, Board of Supervisors, District 1",Sherman R. D'Silva,No
SF Tenants Union,"Member, Board of Supervisors, District 11",Ahsha Safai,No
SF Tenants Union,"Member, Board of Supervisors, District 11",Berta Hernandez,No
SF Tenants Union,"Member, Board of Supervisors, District 11",Francisco Herrera,No
SF Tenants Union,"Member, Board of Supervisors, District 11",Kim Alvarenga,Yes
SF Tenants Union,"Member, Board of Supervisors, District 11",Magdalena de Guzman,No
SF Tenants Union,"Member, Board of Supervisors, District 3",Aaron Peskin,Yes
SF Tenants Union,"Member, Board of Supervisors, District 3",Tim E. Donnelly,No
SF Tenants Union,"Member, Board of Supervisors, District 5",Dean Preston,Yes
SF Tenants Union,"Member, Board of Supervisors, District 5",London Breed,No
SF Tenants Union,"Member, Board of Supervisors, District 7",Ben Matranga,No
SF Tenants Union,"Member, Board of Supervisors, District 7",Joel Engardio,No
SF Tenants Union,"Member, Board of Supervisors, District 7",John Farrell,No
SF Tenants Union,"Member, Board of Supervisors, District 7",Mike Young,No
SF Tenants Union,"Member, Board of Supervisors, District 7",Norman Yee,Yes
SF Tenants Union,"Member, Board of Supervisors, District 9",Hillary Ronen,Yes
SF Tenants Union,"Member, Board of Supervisors, District 9",Iswari Espana,No
SF Tenants Union,"Member, Board of Supervisors, District 9",Joshua Arce,No
SF Tenants Union,"Member, Board of Supervisors, District 9",Melissa San Miguel,No
SF Tenants Union,"Member, Community College Board",Alex Randolph,No
SF Tenants Union,"Member, Community College Board",Dr. Amy Bacharach,No
SF Tenants Union,"Member, Community College Board",Rafael Mandelman,Yes
SF Tenants Union,"Member, Community College Board",Shanell Williams,Yes
SF Tenants Union,"Member, Community College Board",Tom Temprano,Yes
SF Tenants Union,"Member, State Assembly, District 17",David Chiu,NA
SF Tenants Union,"Member, State Assembly, District 17",Matthew Del Carlo,NA
SF Tenants Union,"Member, State Assembly, District 19","Carlos ""Chuck"" Taylor",NA
SF Tenants Union,"Member, State Assembly, District 19",Phil Ting,NA
SF Tenants Union,"State Senator, District 11",Jane Kim,Yes
SF Tenants Union,"State Senator, District 11",Scott Wiener,No
SF Tenants Union,"United States Representative, District 12",Nancy Pelosi,NA
SF Tenants Union,"United States Representative, District 12",Preston Picus,NA
SF Tenants Union,"United States Representative, District 13",Barbara Lee,NA
SF Tenants Union,"United States Representative, District 13",Sue Caro,NA
SF Tenants Union,"United States Representative, District 14",Angel Cardenas,NA
SF Tenants Union,"United States Representative, District 14",Jackie Speier,NA
SF Tenants Union,President and Vice President,Donald J. Trump and Michael R. Pence,NA
SF Tenants Union,President and Vice President,Gary Johnson and Bill Weld,NA
SF Tenants Union,President and Vice President,Gloria Estela La Riva and Dennis J. Banks,NA
SF Tenants Union,President and Vice President,Hillary Clinton and Tim Kaine,NA
SF Tenants Union,President and Vice President,Jill Stein and Ajamu Baraka,NA
SF Tenants Union,Regional Proposition,RR,Abstain
SF Tenants Union,SF Proposition,A,Yes
SF Tenants Union,SF Proposition,B,Yes
SF Tenants Union,SF Proposition,C,Yes
SF Tenants Union,SF Proposition,D,Yes
SF Tenants Union,SF Proposition,E,Yes
SF Tenants Union,SF Proposition,F,Yes
SF Tenants Union,SF Proposition,G,Abstain
SF Tenants Union,SF Proposition,H,Yes
SF Tenants Union,SF Proposition,I,Yes
SF Tenants Union,SF Proposition,J,Yes
SF Tenants Union,SF Proposition,K,Abstain
SF Tenants Union,SF Proposition,L,Yes
SF Tenants Union,SF Proposition,M,Yes
SF Tenants Union,SF Proposition,N,Yes
